unidade;mes;ano;grau;escore;predicao_obito;saidas_rn;obitos_ocorridos;obitos_esperados
HRAD;Fevereiro;2023;II;6 a 10;55,9;3;0;1,68
HRAD;Fevereiro;2023;III;11 a 5 ;73,1;0;0;0
HRAD;Fevereiro;2023;IV;> 15;100;0;0;0
HRAD;Março;2023;I;0 a 5;9,3;4;0;0,37
HRAD;Março;2023;II;6 a 10;55,9;2;0;1,12
HRAD;Março;2023;III;11 a 5 ;73,1;0;0;0
HRAD;Março;2023;IV;> 15;100;2;2;2
HRAD;Abril;2023;I;0 a 5;9,3;5;0;0,46
HRAD;Abril;2023;II;6 a 10;55,9;3;0;1,68
HRAD;Abril;2023;III;11 a 5 ;73,1;1;1;0,73
HRAD;Abril;2023;IV;> 15;100;1;0;1
HRAD;Maio;2023;I;0 a 5;9,3;3;0;0,28
HRAD;Maio;2023;II;6 a 10;55,9;1;1;0,56
HRAD;Maio;2023;III;11 a 5 ;73,1;2;1;1,46
HRAD;Maio;2023;IV;> 15;100;1;1;1
HRAD;Junho;2023;I;0 a 5;9,3;8;0;0,74
HRAD;Junho;2023;II;6 a 10;55,9;1;1;0,56
HRAD;Junho;2023;III;11 a 5 ;73,1;3;1;2,19
HRAD;Junho;2023;IV;> 15;100;0;0;0
HRAD;Julho;2023;I;0 a 5;9,3;7;1;0,65
HRAD;Julho;2023;II;6 a 10;55,9;2;0;1,12
HRAD;Julho;2023;III;11 a 5 ;73,1;0;0;0
HRAD;Julho;2023;IV;> 15;100;0;0;0
HRAD;Agosto;2023;I;0 a 5;9,3;8;1;0,74
HRAD;Agosto;2023;II;6 a 10;55,9;1;1;0,56
HRAD;Agosto;2023;III;11 a 5 ;73,1;0;0;0
HRAD;Agosto;2023;IV;> 15;100;0;0;0
HRAD;Setembro;2023;I;0 a 5;9,3;4;0;0,37
HRAD;Setembro;2023;II;6 a 10;55,9;2;1;1,12
HRAD;Setembro;2023;III;11 a 5 ;73,1;1;0;0,73
HRAD;Setembro;2023;IV;> 15;100;0;0;0
HRAD;Outubro;2023;I;0 a 5;9,3;6;0;0,56
HRAD;Outubro;2023;II;6 a 10;55,9;2;1;1,12
HRAD;Outubro;2023;III;11 a 5 ;73,1;0;0;0
HRAD;Outubro;2023;IV;> 15;100;0;0;0
HRAD;Novembro;2023;I;0 a 5;9,3;4;0;0,37
HRAD;Novembro;2023;II;6 a 10;55,9;1;0;0,56
HRAD;Novembro;2023;III;11 a 5 ;73,1;0;0;0
HRAD;Novembro;2023;IV;> 15;100;0;0;0
HRJP;Janeiro;2023;I;0 a 5;9,3;1;0;0,09
HRJP;Janeiro;2023;II;6 a 10;55,9;0;0;0
HRJP;Janeiro;2023;III;11 a 5 ;73,1;0;0;0
HRJP;Janeiro;2023;IV;> 15;100;0;0;0
HRJP;Fevereiro;2023;I;0 a 5;9,3;1;0;0,09
HRJP;Fevereiro;2023;II;6 a 10;55,9;3;0;1,68
HRJP;Fevereiro;2023;III;11 a 5 ;73,1;0;0;0
HRJP;Fevereiro;2023;IV;> 15;100;0;0;0
HRJP;Março;2023;I;0 a 5;9,3;0;0;0
HRJP;Março;2023;II;6 a 10;55,9;3;0;1,68
HRJP;Março;2023;III;11 a 5 ;73,1;3;1;2,19
HRJP;Março;2023;IV;> 15;100;0;0;0
HRJP;Abril;2023;I;0 a 5;9,3;2;0;0,19
HRJP;Abril;2023;II;6 a 10;55,9;3;0;1,68
HRJP;Abril;2023;III;11 a 5 ;73,1;0;0;0
HRJP;Abril;2023;IV;> 15;100;0;0;0
HRJP;Maio;2023;I;0 a 5;9,3;3;0;0,28
HRJP;Maio;2023;II;6 a 10;55,9;1;0;0,56
HRJP;Maio;2023;III;11 a 5 ;73,1;1;0;0,73
HRJP;Maio;2023;IV;> 15;100;0;0;0
HRJP;Junho;2023;I;0 a 5;9,3;6;0;0,56
HRJP;Junho;2023;II;6 a 10;55,9;0;0;0
HRJP;Junho;2023;III;11 a 5 ;73,1;1;0;0,73
HRJP;Junho;2023;IV;> 15;100;0;0;0
HRJP;Julho;2023;I;0 a 5;9,3;1;0;0,09
HRJP;Julho;2023;II;6 a 10;55,9;1;0;0,56
HRJP;Julho;2023;III;11 a 5 ;73,1;1;0;0,73
HRJP;Julho;2023;IV;> 15;100;1;1;1
HRJP;Agosto;2023;I;0 a 5;9,3;4;0;0,37
HRJP;Agosto;2023;II;6 a 10;55,9;1;0;0,56
HRJP;Agosto;2023;III;11 a 5 ;73,1;1;1;0,73
HRJP;Agosto;2023;IV;> 15;100;0;0;0
HRJP;Setembro;2023;I;0 a 5;9,3;2;0;0,19
HRJP;Setembro;2023;II;6 a 10;55,9;4;0;2,24
HRJP;Setembro;2023;III;11 a 5 ;73,1;0;0;0
HRJP;Setembro;2023;IV;> 15;100;0;0;0
HRJP;Outubro;2023;I;0 a 5;9,3;3;0;0,28
HRJP;Outubro;2023;II;6 a 10;55,9;3;0;1,68
HRJP;Outubro;2023;III;11 a 5 ;73,1;2;2;1,46
HRJP;Outubro;2023;IV;> 15;100;0;0;0
HRJP;Novembro;2023;I;0 a 5;9,3;1;0;0,09
HRJP;Novembro;2023;II;6 a 10;55,9;4;0;2,24
HRJP;Novembro;2023;III;11 a 5 ;73,1;0;0;0
HRJP;Novembro;2023;IV;> 15;100;1;0;1
MOV;Janeiro;2023;I;0 a 5;9,3;1;0;0,09
MOV;Janeiro;2023;II;6 a 10;55,9;1;1;0,56
MOV;Janeiro;2023;III;11 a 15 ;73,1;0;0;0
MOV;Janeiro;2023;IV;> 15;100;0;0;0
MOV;Fevereiro;2023;I;0 a 5;9,3;0;0;0
MOV;Fevereiro;2023;II;6 a 10;55,9;3;0;1,68
MOV;Fevereiro;2023;III;11 a 15 ;73,1;2;0;1,46
MOV;Fevereiro;2023;IV;> 15;100;0;0;0
MOV;Março;2023;I;0 a 5;9,3;1;0;0,09
MOV;Março;2023;II;6 a 10;55,9;0;0;0
MOV;Março;2023;III;11 a 15 ;73,1;1;1;0,73
MOV;Março;2023;IV;> 15;100;0;0;0
MOV;Abril;2023;I;0 a 5;9,3;5;0;0,46
MOV;Abril;2023;II;6 a 10;55,9;1;0;0,56
MOV;Abril;2023;III;11 a 15 ;73,1;0;0;0
MOV;Abril;2023;IV;> 15;100;0;0;0
MOV;Maio;2023;I;0 a 5;9,3;2;0;0,19
MOV;Maio;2023;II;6 a 10;55,9;2;1;1,12
MOV;Maio;2023;III;11 a 15 ;73,1;1;1;0,73
MOV;Maio;2023;IV;> 15;100;0;0;0
MOV;Junho;2023;I;0 a 5;9,3;1;0;0,09
MOV;Junho;2023;II;6 a 10;55,9;0;0;0
MOV;Junho;2023;III;11 a 15 ;73,1;2;1;1,46
MOV;Junho;2023;IV;> 15;100;0;0;0
MOV;Julho;2023;I;0 a 5;9,3;5;2;0,46
MOV;Julho;2023;II;6 a 10;55,9;0;0;0
MOV;Julho;2023;III;11 a 15 ;73,1;0;0;0
MOV;Julho;2023;IV;> 15;100;0;0;0
MOV;Agosto;2023;I;0 a 5;9,3;1;0;0,09
MOV;Agosto;2023;II;6 a 10;55,9;1;0;0,56
MOV;Agosto;2023;III;11 a 15 ;73,1;2;0;1,46
MOV;Agosto;2023;IV;> 15;100;0;0;0
MOV;Setembro;2023;I;0 a 5;9,3;1;0;0,09
MOV;Setembro;2023;II;6 a 10;55,9;2;0;1,12
MOV;Setembro;2023;III;11 a 15 ;73,1;2;0;1,46
MOV;Setembro;2023;IV;> 15;100;0;0;0
MOV;Outubro;2023;I;0 a 5;9,3;0;0;0
MOV;Outubro;2023;II;6 a 10;55,9;3;0;1,68
MOV;Outubro;2023;III;11 a 15 ;73,1;5;0;3,66
MOV;Outubro;2023;IV;> 15;100;1;0;1
MOV;Novembro;2023;I;0 a 5;9,3;1;0;0,09
MOV;Novembro;2023;II;6 a 10;55,9;3;0;1,68
MOV;Novembro;2023;III;11 a 15 ;73,1;1;1;0,73
MOV;Novembro;2023;IV;> 15;100;1;0;1
